SA2_CODE,Parents_Born_Overseas,Parents_POB_Parent_Code,obsValue
407011145,Father only born overseas,TOT,240
407011145,Mother only born overseas,TOT,210
407011145,Both parents born in Australia,TOT,3036
407011145,Not stated - birthplace for either or both parents not stated,TOT,485
407011146,Total,NA,7096
407011146,Both parents born overseas,TOT,1088
407011146,Father only born overseas,TOT,417
407011146,Mother only born overseas,TOT,303
407011146,Both parents born in Australia,TOT,4757
407011146,Not stated - birthplace for either or both parents not stated,TOT,534
407011147,Total,NA,7362
407011147,Both parents born overseas,TOT,1435
407011147,Father only born overseas,TOT,429
407011147,Mother only born overseas,TOT,345
407011147,Both parents born in Australia,TOT,4542
407011147,Not stated - birthplace for either or both parents not stated,TOT,610
407011148,Total,NA,14378
407011148,Both parents born overseas,TOT,3212
407011148,Father only born overseas,TOT,798
407011148,Mother only born overseas,TOT,661
407011148,Both parents born in Australia,TOT,8739
407011148,Not stated - birthplace for either or both parents not stated,TOT,961
407011149,Total,NA,5732
407011149,Both parents born overseas,TOT,1234
407011149,Father only born overseas,TOT,364
407011149,Mother only born overseas,TOT,255
407011149,Both parents born in Australia,TOT,3461
407011149,Not stated - birthplace for either or both parents not stated,TOT,418
407021150,Total,NA,5834
407021150,Both parents born overseas,TOT,501
407021150,Father only born overseas,TOT,220
407021150,Mother only born overseas,TOT,195
407021150,Both parents born in Australia,TOT,4040
407021150,Not stated - birthplace for either or both parents not stated,TOT,877
407021151,Total,NA,3724
407021151,Both parents born overseas,TOT,311
407021151,Father only born overseas,TOT,129
407021151,Mother only born overseas,TOT,150
407021151,Both parents born in Australia,TOT,2818
407021151,Not stated - birthplace for either or both parents not stated,TOT,307
407021152,Total,NA,5251
407021152,Both parents born overseas,TOT,640
407021152,Father only born overseas,TOT,242
407021152,Mother only born overseas,TOT,196
407021152,Both parents born in Australia,TOT,3740
407021152,Not stated - birthplace for either or both parents not stated,TOT,432
407021154,Total,NA,6038
407021154,Both parents born overseas,TOT,1183
407021154,Father only born overseas,TOT,239
407021154,Mother only born overseas,TOT,196
407021154,Both parents born in Australia,TOT,4043
407021154,Not stated - birthplace for either or both parents not stated,TOT,378
407021155,Total,NA,2254
407021155,Both parents born overseas,TOT,163
407021155,Father only born overseas,TOT,75
407021155,Mother only born overseas,TOT,80
407021155,Both parents born in Australia,TOT,1806
407021155,Not stated - birthplace for either or both parents not stated,TOT,126
407021156,Total,NA,3117
407021156,Both parents born overseas,TOT,325
407021156,Father only born overseas,TOT,143
407021156,Mother only born overseas,TOT,105
407021156,Both parents born in Australia,TOT,2364
407021156,Not stated - birthplace for either or both parents not stated,TOT,178
407021157,Total,NA,6620
407021157,Both parents born overseas,TOT,775
407021157,Father only born overseas,TOT,183
407021157,Mother only born overseas,TOT,194
407021157,Both parents born in Australia,TOT,4865
407021157,Not stated - birthplace for either or both parents not stated,TOT,603
407021158,Total,NA,3269
407021158,Both parents born overseas,TOT,354
407021158,Father only born overseas,TOT,146
407021158,Mother only born overseas,TOT,108
407021158,Both parents born in Australia,TOT,2427
407021158,Not stated - birthplace for either or both parents not stated,TOT,237
407021173,Total,NA,14671
407021173,Both parents born overseas,TOT,2029
407021173,Father only born overseas,TOT,738
407021173,Mother only born overseas,TOT,527
407021173,Both parents born in Australia,TOT,10441
407021173,Not stated - birthplace for either or both parents not stated,TOT,937
407021174,Total,NA,14017
407021174,Both parents born overseas,TOT,2084
407021174,Father only born overseas,TOT,708
407021174,Mother only born overseas,TOT,437
407021174,Both parents born in Australia,TOT,9988
407021174,Not stated - birthplace for either or both parents not stated,TOT,794
407031159,Total,NA,6504
407031159,Both parents born overseas,TOT,1089
407031159,Father only born overseas,TOT,281
407031159,Mother only born overseas,TOT,221
407031159,Both parents born in Australia,TOT,4431
407031159,Not stated - birthplace for either or both parents not stated,TOT,486
407031160,Total,NA,4088
407031160,Both parents born overseas,TOT,700
407031160,Father only born overseas,TOT,197
407031160,Mother only born overseas,TOT,135
407031160,Both parents born in Australia,TOT,2682
407031160,Not stated - birthplace for either or both parents not stated,TOT,367
407031161,Total,NA,3029
407031161,Both parents born overseas,TOT,315
407031161,Father only born overseas,TOT,103
407031161,Mother only born overseas,TOT,90
407031161,Both parents born in Australia,TOT,2271
407031161,Not stated - birthplace for either or both parents not stated,TOT,251
407031162,Total,NA,5366
407031162,Both parents born overseas,TOT,518
407031162,Father only born overseas,TOT,228
407031162,Mother only born overseas,TOT,145
407031162,Both parents born in Australia,TOT,4141
407031162,Not stated - birthplace for either or both parents not stated,TOT,334
407031163,Total,NA,1705
407031163,Both parents born overseas,TOT,182
407031163,Father only born overseas,TOT,80
407031163,Mother only born overseas,TOT,69
407031163,Both parents born in Australia,TOT,1246
407031163,Not stated - birthplace for either or both parents not stated,TOT,133
407031164,Total,NA,6183
407031164,Both parents born overseas,TOT,865
407031164,Father only born overseas,TOT,316
407031164,Mother only born overseas,TOT,229
407031164,Both parents born in Australia,TOT,4250
407031164,Not stated - birthplace for either or both parents not stated,TOT,531
407031165,Total,NA,17559
407031165,Both parents born overseas,TOT,3334
407031165,Father only born overseas,TOT,761
407031165,Mother only born overseas,TOT,589
407031165,Both parents born in Australia,TOT,11330
407031165,Not stated - birthplace for either or both parents not stated,TOT,1546
407031166,Total,NA,3645
407031166,Both parents born overseas,TOT,414
407031166,Father only born overseas,TOT,169
407031166,Mother only born overseas,TOT,124
407031166,Both parents born in Australia,TOT,2643
407031166,Not stated - birthplace for either or both parents not stated,TOT,290
407031167,Total,NA,4634
407031167,Both parents born overseas,TOT,972
407031167,Father only born overseas,TOT,207
407031167,Mother only born overseas,TOT,136
407031167,Both parents born in Australia,TOT,2860
407031167,Not stated - birthplace for either or both parents not stated,TOT,460
407031168,Total,NA,4843
407031168,Both parents born overseas,TOT,852
407031168,Father only born overseas,TOT,218
407031168,Mother only born overseas,TOT,159
407031168,Both parents born in Australia,TOT,3210
407031168,Not stated - birthplace for either or both parents not stated,TOT,403
407031169,Total,NA,5395
407031169,Both parents born overseas,TOT,546
407031169,Father only born overseas,TOT,215
407031169,Mother only born overseas,TOT,184
407031169,Both parents born in Australia,TOT,4054
407031169,Not stated - birthplace for either or both parents not stated,TOT,396
407031170,Total,NA,6610
407031170,Both parents born overseas,TOT,863
407031170,Father only born overseas,TOT,249
407031170,Mother only born overseas,TOT,198
407031170,Both parents born in Australia,TOT,4559
407031170,Not stated - birthplace for either or both parents not stated,TOT,740
497979799,Total,NA,3
497979799,Both parents born overseas,TOT,3
497979799,Father only born overseas,TOT,0
497979799,Mother only born overseas,TOT,0
497979799,Both parents born in Australia,TOT,3
497979799,Not stated - birthplace for either or both parents not stated,TOT,0
502011021,Total,NA,7088
502011021,Both parents born overseas,TOT,2236
502011021,Father only born overseas,TOT,527
502011021,Mother only born overseas,TOT,479
502011021,Both parents born in Australia,TOT,3373
502011021,Not stated - birthplace for either or both parents not stated,TOT,468
502011022,Total,NA,8782
502011022,Both parents born overseas,TOT,2563
502011022,Father only born overseas,TOT,810
502011022,Mother only born overseas,TOT,516
502011022,Both parents born in Australia,TOT,4292
502011022,Not stated - birthplace for either or both parents not stated,TOT,598
502011023,Total,NA,9855
502011023,Both parents born overseas,TOT,2732
502011023,Father only born overseas,TOT,840
502011023,Mother only born overseas,TOT,589
502011023,Both parents born in Australia,TOT,5073
502011023,Not stated - birthplace for either or both parents not stated,TOT,625
502011024,Total,NA,18529
502011024,Both parents born overseas,TOT,6298
502011024,Father only born overseas,TOT,1370
502011024,Mother only born overseas,TOT,1162
502011024,Both parents born in Australia,TOT,8443
502011024,Not stated - birthplace for either or both parents not stated,TOT,1257
502011025,Total,NA,9090
502011025,Both parents born overseas,TOT,2992
502011025,Father only born overseas,TOT,638
502011025,Mother only born overseas,TOT,491
502011025,Both parents born in Australia,TOT,4059
502011025,Not stated - birthplace for either or both parents not stated,TOT,905
502011026,Total,NA,5821
502011026,Both parents born overseas,TOT,1403
502011026,Father only born overseas,TOT,511
502011026,Mother only born overseas,TOT,355
502011026,Both parents born in Australia,TOT,3116
502011026,Not stated - birthplace for either or both parents not stated,TOT,436
502011027,Total,NA,17782
502011027,Both parents born overseas,TOT,6711
502011027,Father only born overseas,TOT,1435
502011027,Mother only born overseas,TOT,1174
502011027,Both parents born in Australia,TOT,7348
502011027,Not stated - birthplace for either or both parents not stated,TOT,1112
502011028,Total,NA,10171
502011028,Both parents born overseas,TOT,3053
502011028,Father only born overseas,TOT,722
502011028,Mother only born overseas,TOT,575
502011028,Both parents born in Australia,TOT,4877
502011028,Not stated - birthplace for either or both parents not stated,TOT,950
502011029,Total,NA,9628
502011029,Both parents born overseas,TOT,2152
502011029,Father only born overseas,TOT,781
502011029,Mother only born overseas,TOT,562
502011029,Both parents born in Australia,TOT,5249
502011029,Not stated - birthplace for either or both parents not stated,TOT,884
503011030,Total,NA,6609
503011030,Both parents born overseas,TOT,2440
503011030,Father only born overseas,TOT,569
503011030,Mother only born overseas,TOT,483
503011030,Both parents born in Australia,TOT,2800
503011030,Not stated - birthplace for either or both parents not stated,TOT,317
503011031,Total,NA,8148
503011031,Both parents born overseas,TOT,2845
503011031,Father only born overseas,TOT,679
503011031,Mother only born overseas,TOT,563
503011031,Both parents born in Australia,TOT,3305
503011031,Not stated - birthplace for either or both parents not stated,TOT,753
503011032,Total,NA,7375
503011032,Both parents born overseas,TOT,2069
503011032,Father only born overseas,TOT,699
503011032,Mother only born overseas,TOT,485
503011032,Both parents born in Australia,TOT,3593
503011032,Not stated - birthplace for either or both parents not stated,TOT,525
503011033,Total,NA,7899
503011033,Both parents born overseas,TOT,2572
503011033,Father only born overseas,TOT,829
503011033,Mother only born overseas,TOT,610
