sex,age,sa2_code,region,time,value
Females,25 - 29,103021065,Forbes,2016,311
Females,25 - 29,115011293,Cherrybrook,2016,514
Males,85 and over,106031123,Seaham - Woodville,2016,13
Females,30 - 34,120011386,Five Dock - Abbotsford,2016,908
Females,60 - 64,122021420,Avalon - Palm Beach,2016,497
Males,75 - 79,114021288,Robertson - Fitzroy Falls,2016,63
Females,60 - 64,106031123,Seaham - Woodville,2016,184
Males,15 - 19,114021284,Bowral,2016,356
Males,30 - 34,117031333,Potts Point - Woolloomooloo,2016,2054
Males,40 - 44,106031121,Nelson Bay Peninsula,2016,614
Males,10 - 14,106011108,Cessnock,2016,698
Females,20 - 24,118021352,Randwick,2016,1376
Females,65 - 69,117021327,Petersham - Stanmore,2016,362
Females,0 - 4,121011399,Chatswood (West) - Lane Cove North,2016,728
Females,35 - 39,112021248,Lismore,2016,500
Females,65 - 69,102011035,Narara,2016,187
Males,10 - 14,101011005,Young,2016,386
Males,5 - 9,124011450,Blaxland - Warrimoo - Lapstone,2016,694
Females,75 - 79,102011038,Saratoga - Davistown,2016,134
Males,40 - 44,123021440,Ingleburn - Denham Court,2016,664
Males,80 - 84,111031233,Wallsend - Elermore Vale,2016,223
Females,45 - 49,101011001,Goulburn,2016,719
Females,35 - 39,110031195,Moree,2016,279
Males,80 - 84,122021420,Avalon - Palm Beach,2016,132
Males,45 - 49,128021535,Menai - Lucas Heights - Woronora,2016,733
Females,80 - 84,127021510,Bossley Park - Abbotsbury,2016,177
Males,10 - 14,105011096,Walgett - Lightning Ridge,2016,220
Females,5 - 9,122011418,Balgowlah - Clontarf - Seaforth,2016,895
Males,40 - 44,109011175,Albury Region,2016,349
Males,35 - 39,109031181,Corowa Region,2016,169
Males,45 - 49,127011505,Badgerys Creek - Greendale,2016,399
Males,80 - 84,110021191,Inverell,2016,149
Females,35 - 39,113021260,Tumbarumba,2016,83
Males,0 - 4,113011259,Narrandera,2016,225
Males,85 and over,104021083,Bellingen,2016,40
Females,25 - 29,109031180,Corowa,2016,125
Females,60 - 64,123011433,Camden - Ellis Lane,2016,383
Females,65 - 69,115011295,Kellyville,2016,587
Males,80 - 84,116031316,Lethbridge Park - Tregear,2016,110
Males,35 - 39,114021286,Mittagong,2016,231
Males,0 - 4,117031334,Pyrmont - Ultimo,2016,454
Males,40 - 44,116011306,Doonside - Woodcroft,2016,782
Females,20 - 24,116031317,Mount Druitt - Whalan,2016,858
Females,0 - 4,117031330,Erskineville - Alexandria,2016,456
Males,25 - 29,111021218,Morisset - Cooranbong,2016,403
Males,85 and over,115011291,Baulkham Hills (West) - Bella Vista,2016,63
Females,10 - 14,123031446,Douglas Park - Appin,2016,306
Females,55 - 59,125011473,Homebush Bay - Silverwater,2016,414
Females,35 - 39,115011290,Baulkham Hills (East),2016,1074
Females,60 - 64,118011345,Paddington - Moore Park,2016,336
Females,70 - 74,111031226,Maryland - Fletcher - Minmi,2016,165
Females,30 - 34,106021115,Maitland - East,2016,961
Males,60 - 64,110041199,Gunnedah,2016,247
Males,20 - 24,116011304,Blacktown (North) - Marayong,2016,746
Females,65 - 69,104021084,Coffs Harbour - North,2016,620
Females,70 - 74,102021055,Tuggerah - Kangy Angy,2016,111
Females,35 - 39,108051171,Wingham,2016,127
Males,75 - 79,116011307,Lalor Park - Kings Langley,2016,262
Females,70 - 74,109011176,Lavington,2016,374
Females,25 - 29,110011188,Armidale Region - South,2016,127
Females,5 - 9,122031432,Terrey Hills - Duffys Forest,2016,113
Females,70 - 74,117031330,Erskineville - Alexandria,2016,136
Females,50 - 54,111031223,Beresfield - Hexham,2016,270
Females,15 - 19,120011385,Drummoyne - Rodd Point,2016,412
Females,75 - 79,102021045,Blue Haven - San Remo,2016,135
Females,15 - 19,112021244,Casino,2016,419
Males,65 - 69,124011452,Katoomba - Leura,2016,523
Females,15 - 19,120031394,Dulwich Hill - Lewisham,2016,356
Females,40 - 44,119031371,Oatley - Hurstville Grove,2016,488
Males,40 - 44,111021221,West Wallsend - Barnsley - Killingworth,2016,188
Females,45 - 49,101031015,Cooma Region,2016,146
Males,75 - 79,123021442,Macquarie Fields - Glenfield,2016,221
Females,10 - 14,124031463,Mulgoa - Luddenham - Orchard Hills,2016,346
Females,20 - 24,124011455,Wentworth Falls,2016,95
Males,10 - 14,127021518,Horsley Park - Kemps Creek,2016,173
Females,30 - 34,111031229,Newcastle - Cooks Hill,2016,490
Females,0 - 4,111031233,Wallsend - Elermore Vale,2016,621
Males,20 - 24,106021115,Maitland - East,2016,859
Males,25 - 29,119011360,Revesby,2016,609
Females,0 - 4,123031448,The Oaks - Oakdale,2016,274
Males,85 and over,120031392,Canterbury (North) - Ashbury,2016,50
Females,70 - 74,123031448,The Oaks - Oakdale,2016,136
Females,30 - 34,121011400,Lane Cove - Greenwich,2016,1033
Males,10 - 14,119031370,Narwee - Beverly Hills,2016,399
Males,0 - 4,108021160,South West Rocks,2016,120
Males,35 - 39,124051469,Erskine Park,2016,222
Males,75 - 79,125031486,Smithfield Industrial,2016,0
Females,40 - 44,103031073,Mudgee Region - East,2016,109
Males,20 - 24,113021262,Tumut Region,2016,96
Males,70 - 74,112021245,Casino Region,2016,195
Females,40 - 44,122021422,Newport - Bilgola,2016,529
Females,30 - 34,102011033,Kariong,2016,207
Males,45 - 49,101031016,Jindabyne - Berridale,2016,278
Males,10 - 14,103031070,Lithgow,2016,348
Males,15 - 19,103031075,Wollangambe - Wollemi,2016,0
Males,5 - 9,127021518,Horsley Park - Kemps Creek,2016,124
Males,75 - 79,109011175,Albury Region,2016,214
Males,45 - 49,128021532,Engadine - Loftus,2016,1004
Males,5 - 9,105011095,Nyngan - Warren,2016,189
Females,60 - 64,117031331,Glebe - Forest Lodge,2016,551
Females,40 - 44,117021326,Marrickville,2016,1125
Males,25 - 29,111031233,Wallsend - Elermore Vale,2016,733
Females,50 - 54,128011530,Miranda - Yowie Bay,2016,587
Females,5 - 9,102021049,Jilliby - Yarramalong,2016,101
Females,60 - 64,124031459,Emu Plains - Leonay,2016,459
Males,70 - 74,123021436,Bradbury - Wedderburn,2016,329
Males,50 - 54,120011386,Five Dock - Abbotsford,2016,680
Females,40 - 44,121011401,St Leonards - Naremburn,2016,453
Males,35 - 39,102011031,Erina - Green Point,2016,289
Females,30 - 34,101041024,Eurobodalla Hinterland,2016,58
Males,0 - 4,102011040,Umina - Booker Bay - Patonga,2016,759
Males,50 - 54,111011210,Mount Hutton - Windale,2016,286
Males,75 - 79,118011347,Woollahra,2016,124
Females,15 - 19,120031396,Homebush,2016,386
Males,45 - 49,103021062,Condobolin,2016,166
Males,80 - 84,111031223,Beresfield - Hexham,2016,80
Females,20 - 24,125031487,Yennora Industrial,2016,0
Males,0 - 4,125021477,Ermington - Rydalmere,2016,839
Females,45 - 49,108021158,Nambucca Heads,2016,172
Females,65 - 69,118011340,Bondi Beach - North Bondi,2016,402
Males,35 - 39,121021406,Normanhurst - Thornleigh - Westleigh,2016,629
Males,5 - 9,121041415,Mosman,2016,966
Males,10 - 14,117031334,Pyrmont - Ultimo,2016,186
Males,5 - 9,110031197,Narrabri,2016,278
Males,50 - 54,111011209,Glendale - Cardiff - Hillsborough,2016,731
Males,70 - 74,108051171,Wingham,2016,140
Females,85 and over,120031394,Dulwich Hill - Lewisham,2016,168
Males,60 - 64,113021260,Tumbarumba,2016,130
Males,80 - 84,128021534,Illawong - Alfords Point,2016,64
Females,20 - 24,110011188,Armidale Region - South,2016,118
Females,65 - 69,126021500,Macquarie Park - Marsfield,2016,430
Males,50 - 54,114021289,Southern Highlands,2016,236
Males,45 - 49,128021534,Illawong - Alfords Point,2016,326
Males,35 - 39,108011152,Forster,2016,294
Males,55 - 59,117031338,Waterloo - Beaconsfield,2016,628
Females,80 - 84,123021439,Holsworthy Military Area,2016,0
Males,25 - 29,101021010,Queanbeyan - East,2016,253
Males,45 - 49,102021044,Bateau Bay - Killarney Vale,2016,621
Males,50 - 54,110021193,Inverell Region - West,2016,228
Males,20 - 24,106021118,Thornton - Millers Forest,2016,332
Females,65 - 69,110041204,Tamworth - West,2016,122
Males,60 - 64,111031235,Wickham - Carrington - Tighes Hill,2016,217
Males,0 - 4,119011353,Bankstown,2016,1549
Females,50 - 54,113031268,Wagga Wagga - North,2016,115
Females,30 - 34,106041128,Scone,2016,203
Males,75 - 79,112031253,Pottsville,2016,199
Males,45 - 49,107031137,Albion Park Rail,2016,178
Males,75 - 79,109021177,Hay,2016,51
Males,30 - 34,114011276,Huskisson - Vincentia,2016,98
Females,25 - 29,117021328,Sydenham - Tempe - St Peters,2016,438
Females,25 - 29,121011400,Lane Cove - Greenwich,2016,965
Males,15 - 19,123031445,Bargo,2016,218
Males,30 - 34,122031424,Beacon Hill - Narraweena,2016,358
Males,0 - 4,102011037,Point Clare - Koolewong,2016,188
Males,70 - 74,120031393,Croydon Park - Enfield,2016,301
Males,10 - 14,119011361,Yagoona - Birrong,2016,759
Females,0 - 4,107031139,Kiama Downs - Minnamurra,2016,217
Females,75 - 79,102021053,The Entrance,2016,334
Males,50 - 54,117021327,Petersham - Stanmore,2016,667
Females,60 - 64,103021062,Condobolin,2016,196
Males,10 - 14,115011290,Baulkham Hills (East),2016,744
Females,50 - 54,113031267,Wagga Wagga - East,2016,540
Females,50 - 54,105011094,Coonamble,2016,151
Males,10 - 14,127021520,St Johns Park - Wakeley,2016,356
Females,15 - 19,117031334,Pyrmont - Ultimo,2016,618
Males,10 - 14,103011059,Bathurst - East,2016,509
Females,35 - 39,118011344,Dover Heights,2016,496
Females,15 - 19,111011209,Glendale - Cardiff - Hillsborough,2016,706
Females,55 - 59,121011399,Chatswood (West) - Lane Cove North,2016,594
Males,35 - 39,103031071,Lithgow Region,2016,212
Males,75 - 79,113021260,Tumbarumba,2016,79
Females,5 - 9,115041301,Pitt Town - McGraths Hill,2016,406
Females,60 - 64,126011495,Epping - North Epping,2016,803
Females,20 - 24,110041203,Tamworth - North,2016,535
Females,25 - 29,101031014,Cooma,2016,192
Females,50 - 54,119031372,Peakhurst - Lugarno,2016,625
Females,70 - 74,123031447,Picton - Tahmoor - Buxton,2016,293
Females,60 - 64,112021246,Goonellabah,2016,446
Females,80 - 84,126021500,Macquarie Park - Marsfield,2016,279
Males,60 - 64,102021056,Warnervale - Wadalba,2016,315
Males,10 - 14,119041380,Monterey - Brighton-le-Sands - Kyeemagh,2016,367
Females,25 - 29,103031073,Mudgee Region - East,2016,64
Males,20 - 24,108021158,Nambucca Heads,2016,137
Males,40 - 44,113031265,Junee,2016,281
Males,75 - 79,120021389,Lilyfield - Rozelle,2016,103
Males,35 - 39,103041076,Blayney,2016,190
Males,30 - 34,101031016,Jindabyne - Berridale,2016,241
Females,55 - 59,119011353,Bankstown,2016,943
Males,40 - 44,121041415,Mosman,2016,1079
Males,10 - 14,126011495,Epping - North Epping,2016,788
Females,10 - 14,102021046,Budgewoi - Buff Point - Halekulani,2016,241
Females,40 - 44,115011296,West Pennant Hills,2016,400
Males,10 - 14,102021053,The Entrance,2016,403
Females,70 - 74,114011272,Berry - Kangaroo Valley,2016,363
Males,80 - 84,112011236,Ballina,2016,345
Males,75 - 79,113031267,Wagga Wagga - East,2016,235
Females,10 - 14,106031123,Seaham - Woodville,2016,231
Males,70 - 74,110031198,Narrabri Region,2016,110
Males,65 - 69,111031230,Newcastle Port - Kooragang,2016,2
Females,20 - 24,119021363,Canterbury (South) - Campsie,2016,1346
Males,50 - 54,110021190,Glen Innes,2016,283
Males,60 - 64,101021011,Queanbeyan Region,2016,566
Males,25 - 29,105031102,Dubbo - West,2016,319
Males,15 - 19,125041489,North Parramatta,2016,619
Females,55 - 59,104021091,Woolgoolga - Arrawarra,2016,520
Males,30 - 34,112031250,Kingscliff - Fingal Head,2016,341
Males,25 - 29,114011281,Tomerong - Wandandian - Woollamia,2016,61
Males,15 - 19,122011419,Manly - Fairlight,2016,430
Males,30 - 34,112021248,Lismore,2016,448
Females,20 - 24,105031099,Coonabarabran,2016,153
Males,85 and over,115041301,Pitt Town - McGraths Hill,2016,40
Females,60 - 64,108041163,Port Macquarie - East,2016,945
Females,55 - 59,102011042,Woy Woy - Blackwall,2016,530
Females,80 - 84,106031125,Williamtown - Medowie - Karuah,2016,105
Females,0 - 4,107031136,Albion Park - Macquarie Pass,2016,540
Females,20 - 24,102021050,Lake Munmorah - Mannering Park,2016,288
Females,60 - 64,102011034,Kincumber - Picketts Valley,2016,214
Females,60 - 64,112011240,Byron Bay,2016,399
Females,0 - 4,106021116,Maitland - North,2016,256
Females,45 - 49,117031333,Potts Point - Woolloomooloo,2016,569
Males,60 - 64,102011038,Saratoga - Davistown,2016,224
Females,65 - 69,127021515,Fairfield,2016,394
Males,0 - 4,118011342,Centennial Park,2016,0
Males,35 - 39,113031270,Wagga Wagga - West,2016,360
Males,40 - 44,110011187,Armidale Region - North,2016,126
Males,80 - 84,112011237,Ballina Region,2016,194
Females,55 - 59,115031300,Kurrajong Heights - Ebenezer,2016,802
Males,30 - 34,124021456,Blue Mountains - South,2016,0
Females,20 - 24,106011113,Singleton Region,2016,104
Males,50 - 54,115021297,Dural - Kenthurst - Wisemans Ferry,2016,863
Females,25 - 29,127011508,Hoxton Park - Horningsea Park,2016,895
Males,0 - 4,116031319,Rooty Hill - Minchinbury,2016,803
Females,30 - 34,103021069,West Wyalong,2016,164
Females,65 - 69,106011110,Dungog,2016,288
Females,45 - 49,110031198,Narrabri Region,2016,127
Females,45 - 49,114011273,Callala Bay - Currarong,2016,127
Males,45 - 49,119031372,Peakhurst - Lugarno,2016,599
Females,85 and over,102011040,Umina - Booker Bay - Patonga,2016,603
Females,10 - 14,127021519,Smithfield - Wetherill Park,2016,558
Males,70 - 74,102011031,Erina - Green Point,2016,371
Females,25 - 29,116031315,Hassall Grove - Plumpton,2016,778
Males,80 - 84,107011133,Port Kembla Industrial,2016,0
Males,75 - 79,108041162,Laurieton - Bonny Hills,2016,516
Females,65 - 69,103021063,Cowra,2016,316
Males,25 - 29,123021439,Holsworthy Military Area,2016,0
Males,0 - 4,125041494,Winston Hills,2016,426
Males,10 - 14,108021155,Kempsey,2016,525
Females,85 and over,127011505,Badgerys Creek - Greendale,2016,128
Females,30 - 34,116011306,Doonside - Woodcroft,2016,986
Females,75 - 79,111011210,Mount Hutton - Windale,2016,173
Males,45 - 49,107041149,Wollongong,2016,846
Females,25 - 29,119011361,Yagoona - Birrong,2016,853
Males,30 - 34,111031235,Wickham - Carrington - Tighes Hill,2016,447
Females,0 - 4,101041019,Bega - Tathra,2016,242
Males,60 - 64,104011081,Grafton Region,2016,778
Females,65 - 69,126021499,Hunters Hill - Woolwich,2016,294
Females,30 - 34,119011359,Panania - Milperra - Picnic Point,2016,905
Males,40 - 44,125031484,Guildford West - Merrylands West,2016,642
Females,0 - 4,105021098,Far West,2016,84
Males,50 - 54,118011340,Bondi Beach - North Bondi,2016,600
Males,60 - 64,107011130,Berkeley - Warrawong - Windang,2016,797
Females,85 and over,128021532,Engadine - Loftus,2016,222
Males,10 - 14,114011277,North Nowra - Bomaderry,2016,532
Females,35 - 39,128021538,Sutherland - Kirrawee,2016,834
Males,15 - 19,112011238,Bangalow,2016,156
Females,50 - 54,123021442,Macquarie Fields - Glenfield,2016,780
Females,80 - 84,102011036,Niagara Park - Lisarow,2016,78
Males,80 - 84,113031263,Cootamundra,2016,118
Males,20 - 24,127031525,Liverpool - Warwick Farm,2016,1314
Males,55 - 59,106041128,Scone,2016,180
Males,5 - 9,106011107,Branxton - Greta - Pokolbin,2016,419
Females,65 - 69,119041382,Sans Souci - Ramsgate,2016,527
Females,35 - 39,118011347,Woollahra,2016,343
Females,30 - 34,102011041,Wamberal - Forresters Beach,2016,318
Males,15 - 19,110011186,Armidale,2016,1091
Males,55 - 59,104021085,Coffs Harbour - South,2016,304
Males,5 - 9,114011282,Ulladulla,2016,438
Females,20 - 24,119011353,Bankstown,2016,1390
Males,40 - 44,116021312,Riverstone - Marsden Park,2016,729
Males,50 - 54,103031072,Mudgee,2016,373
Females,25 - 29,121031408,Lindfield - Roseville,2016,559
Females,30 - 34,125021478,Oatlands - Dundas Valley,2016,743
Males,35 - 39,124031463,Mulgoa - Luddenham - Orchard Hills,2016,313
Females,60 - 64,127021520,St Johns Park - Wakeley,2016,420
Females,35 - 39,109011172,Albury - East,2016,547
Males,85 and over,127011506,Cobbitty - Leppington,2016,34
Females,0 - 4,101011004,Yass Region,2016,375
Males,80 - 84,111031230,Newcastle Port - Kooragang,2016,0
Males,35 - 39,119031372,Peakhurst - Lugarno,2016,488
Males,35 - 39,112011241,Evans Head,2016,134
Males,75 - 79,107031136,Albion Park - Macquarie Pass,2016,145
Males,25 - 29,116031313,Bidwill - Hebersham - Emerton,2016,647
Females,10 - 14,124051469,Erskine Park,2016,217
Females,5 - 9,113011256,Griffith (NSW),2016,671
Females,50 - 54,105031101,Dubbo - South,2016,503
Males,10 - 14,102021052,Summerland Point - Gwandalan,2016,221
Males,45 - 49,109011176,Lavington,2016,415
Females,65 - 69,116011303,Blacktown (East) - Kings Park,2016,280
Males,70 - 74,111031227,Mayfield - Warabrook,2016,246
Females,30 - 34,113031264,Gundagai,2016,108
Females,80 - 84,110041204,Tamworth - West,2016,32
Females,30 - 34,128021533,Heathcote - Waterfall,2016,182
Males,5 - 9,109031182,Deniliquin,2016,227
Males,50 - 54,115011295,Kellyville,2016,1019
Females,15 - 19,104021089,Sawtell - Boambee,2016,604
Females,0 - 4,123021444,Rosemeadow - Glen Alpine,2016,731
Males,50 - 54,101041021,Broulee - Tomakin,2016,102
Females,80 - 84,117021328,Sydenham - Tempe - St Peters,2016,52
Females,75 - 79,116011306,Doonside - Woodcroft,2016,176
Females,85 and over,112011240,Byron Bay,2016,149
Males,35 - 39,105011094,Coonamble,2016,81
Females,0 - 4,119031368,Hurstville,2016,670
Males,55 - 59,109011176,Lavington,2016,457
Females,30 - 34,128011528,Cronulla - Kurnell - Bundeena,2016,1285
Males,45 - 49,126011495,Epping - North Epping,2016,839
Males,0 - 4,111031226,Maryland - Fletcher - Minmi,2016,627
Females,15 - 19,116021310,Parklea - Kellyville Ridge,2016,967
Males,60 - 64,114011275,Ettrema - Sassafras - Budawang,2016,8
Females,40 - 44,116031313,Bidwill - Hebersham - Emerton,2016,611
Females,20 - 24,111031231,Shortland - Jesmond,2016,1262
Males,50 - 54,102021044,Bateau Bay - Killarney Vale,2016,659
Females,45 - 49,108011152,Forster,2016,384
Females,65 - 69,117031332,Newtown - Camperdown - Darlington,2016,293
Males,80 - 84,121031408,Lindfield - Roseville,2016,227
Females,80 - 84,126021503,West Ryde - Meadowbank,2016,129
Females,85 and over,116031318,Prospect Reservoir,2016,0
Males,5 - 9,110041203,Tamworth - North,2016,504
Males,15 - 19,107011134,Unanderra - Mount Kembla,2016,552
Females,0 - 4,115011293,Cherrybrook,2016,509
Males,0 - 4,106041128,Scone,2016,184
Males,65 - 69,112011236,Ballina,2016,690
Males,25 - 29,125041488,Girraween - Westmead,2016,1207
Females,55 - 59,117011322,Mascot - Eastlakes,2016,591
Females,50 - 54,125041488,Girraween - Westmead,2016,735
Males,45 - 49,102021052,Summerland Point - Gwandalan,2016,187
Females,0 - 4,107041148,Thirroul - Austinmer - Coalcliff,2016,322
Females,30 - 34,102011035,Narara,2016,203
Females,30 - 34,113021262,Tumut Region,2016,124
Males,35 - 39,118011342,Centennial Park,2016,0
Females,50 - 54,107041149,Wollongong,2016,814
Females,75 - 79,119011356,Condell Park,2016,139
Females,0 - 4,124041467,Windsor - Bligh Park,2016,573
Males,10 - 14,108011153,Forster-Tuncurry Region,2016,195
Females,20 - 24,124011453,Lawson - Hazelbrook - Linden,2016,268
Females,35 - 39,120031395,Haberfield - Summer Hill,2016,542
Males,85 and over,113031267,Wagga Wagga - East,2016,113
Males,30 - 34,108041165,Port Macquarie Region,2016,121
Males,80 - 84,106011109,Cessnock Region,2016,50
Males,45 - 49,109021178,Wentworth - Buronga,2016,191
Males,30 - 34,102011036,Niagara Park - Lisarow,2016,226
Males,5 - 9,102011029,Box Head - MacMasters Beach,2016,346
Females,70 - 74,114011274,Culburra Beach,2016,189
Females,0 - 4,107041145,Corrimal - Tarrawanna - Bellambi,2016,487
Males,45 - 49,127031522,Casula,2016,541
